,GCA_001633485.1,GCA_001639645.1,GCA_001633355.1,GCA_001633675.1,GCA_001633575.1,GCA_001633495.1,GCA_001633505.1,GCA_001633405.1,GCA_001633545.1,GCA_001633335.1,GCA_001633415.1,GCA_001633325.1,GCA_001639485.1,GCA_001633595.1,GCA_001633565.1,GCA_001633665.1,GCA_001633605.1,GCA_001633645.1,GCA_001308305.1,GCA_000203855.3,GCA_001633435.1
Cluster_3665,LNKPBJJO_00883,PEOCBFCP_03067,GKBMFCDM_03034,GKMEBLJL_00487,HKAMFFJN_00328,JOBNEEKL_01221,GACBFOHJ_02812,LLFCPLKD_00066,FNJAKAKL_01108,ECBNDIDM_00704,LFPJLIBK_02987,IMJNKLBI_03163,EMNCPJML_01732,PLFJNGPA_02640,PGJOJFNN_00614,ODFDBHOD_01919,IAPKCFHA_00591,BDHOLPHL_00711,DELEFPOC_00676,AHNHBFNE_00389,HBJIBEPC_00955
Cluster_3666,LNKPBJJO_01954,PEOCBFCP_00921,GKBMFCDM_01016,GKMEBLJL_02685,HKAMFFJN_00852,JOBNEEKL_00727,GACBFOHJ_02982,LLFCPLKD_03056,FNJAKAKL_02136,ECBNDIDM_00880,LFPJLIBK_00671,IMJNKLBI_00868,EMNCPJML_00864,PLFJNGPA_02976,PGJOJFNN_02610,ODFDBHOD_00614,IAPKCFHA_02714,BDHOLPHL_00870,DELEFPOC_01213,AHNHBFNE_00525,
Cluster_3667,LNKPBJJO_01636,PEOCBFCP_02993,GKBMFCDM_02960,GKMEBLJL_01700,HKAMFFJN_02650,JOBNEEKL_03005,GACBFOHJ_00851,LLFCPLKD_00864,FNJAKAKL_02029,ECBNDIDM_02037,LFPJLIBK_01344,IMJNKLBI_02081,EMNCPJML_02953,PLFJNGPA_00931,PGJOJFNN_02468,ODFDBHOD_00930,IAPKCFHA_01607,BDHOLPHL_00988,DELEFPOC_01331,AHNHBFNE_00697,HBJIBEPC_02170
Cluster_3668,LNKPBJJO_00466,PEOCBFCP_01460,GKBMFCDM_01151,GKMEBLJL_00371,HKAMFFJN_00240,JOBNEEKL_00630,GACBFOHJ_02740,LLFCPLKD_00148,FNJAKAKL_00667,ECBNDIDM_01054,LFPJLIBK_00871,IMJNKLBI_01042,EMNCPJML_01815,PLFJNGPA_02568,PGJOJFNN_00787,ODFDBHOD_02002,IAPKCFHA_02285,BDHOLPHL_01674,DELEFPOC_00595,AHNHBFNE_00300,HBJIBEPC_00825
Cluster_3669,LNKPBJJO_00630,PEOCBFCP_00990,GKBMFCDM_01085,GKMEBLJL_00312,HKAMFFJN_01675,JOBNEEKL_00925,GACBFOHJ_02227,LLFCPLKD_00206,FNJAKAKL_00612,ECBNDIDM_02147,LFPJLIBK_01740,IMJNKLBI_02207,EMNCPJML_01307,PLFJNGPA_02291,PGJOJFNN_00736,ODFDBHOD_02060,IAPKCFHA_02227,BDHOLPHL_01732,DELEFPOC_00537,AHNHBFNE_00249,HBJIBEPC_00736
Cluster_3670,LNKPBJJO_02932,PEOCBFCP_00676,GKBMFCDM_00674,GKMEBLJL_00693,HKAMFFJN_03061,JOBNEEKL_00027,GACBFOHJ_01590,LLFCPLKD_02927,FNJAKAKL_00261,ECBNDIDM_02976,LFPJLIBK_01115,IMJNKLBI_00692,EMNCPJML_00694,PLFJNGPA_01655,PGJOJFNN_00522,ODFDBHOD_03048,IAPKCFHA_00887,BDHOLPHL_02343,DELEFPOC_02143,AHNHBFNE_00988,HBJIBEPC_01961
Cluster_3671,LNKPBJJO_00757,PEOCBFCP_01225,GKBMFCDM_02070,GKMEBLJL_00721,HKAMFFJN_00007,JOBNEEKL_02156,GACBFOHJ_02615,LLFCPLKD_02619,FNJAKAKL_00926,ECBNDIDM_03128,LFPJLIBK_00797,IMJNKLBI_03053,EMNCPJML_02354,PLFJNGPA_02862,PGJOJFNN_01070,ODFDBHOD_02581,IAPKCFHA_00684,BDHOLPHL_02963,DELEFPOC_02940,AHNHBFNE_01795,HBJIBEPC_00059
Cluster_3672,LNKPBJJO_01399,,,,,JOBNEEKL_00551,,,,,,,,,,,,,,,
Cluster_3673,LNKPBJJO_01698,PEOCBFCP_02296,GKBMFCDM_01949,GKMEBLJL_00867,HKAMFFJN_02306,JOBNEEKL_00955,GACBFOHJ_00782,LLFCPLKD_00509,FNJAKAKL_02896,ECBNDIDM_01202,LFPJLIBK_02755,IMJNKLBI_01191,EMNCPJML_02368,PLFJNGPA_00861,PGJOJFNN_01039,ODFDBHOD_00810,IAPKCFHA_01148,BDHOLPHL_01264,DELEFPOC_01140,AHNHBFNE_02374,HBJIBEPC_01499
Cluster_3674,,,,,,,,,,,,,,,,,,,,,HBJIBEPC_01568
Cluster_3675,,,,,,,,,,,,,,,,,IAPKCFHA_01465,,,,
Cluster_3676,,PEOCBFCP_01643,,,,,,,,,,IMJNKLBI_01300,,,,,,,,,
Cluster_3677,,,,,,,,,,,LFPJLIBK_02085,,EMNCPJML_02312,,,,,,,,
Cluster_3678,,,,,,,,,,,,IMJNKLBI_01831,,,,,,,,,
Cluster_3679,LNKPBJJO_02765,PEOCBFCP_00297,GKBMFCDM_00295,GKMEBLJL_02471,HKAMFFJN_02443,JOBNEEKL_02416,GACBFOHJ_00084,LLFCPLKD_02770,,ECBNDIDM_00589,LFPJLIBK_00013,IMJNKLBI_00588,EMNCPJML_01143,PLFJNGPA_00084,,ODFDBHOD_02736,IAPKCFHA_00014,BDHOLPHL_00013,DELEFPOC_02380,AHNHBFNE_01204,HBJIBEPC_00618
Cluster_3680,LNKPBJJO_01255,PEOCBFCP_01004,GKBMFCDM_01121,GKMEBLJL_00636,HKAMFFJN_00937,JOBNEEKL_01324,GACBFOHJ_01654,LLFCPLKD_03011,FNJAKAKL_00353,ECBNDIDM_03058,LFPJLIBK_01696,IMJNKLBI_01806,EMNCPJML_02336,PLFJNGPA_01719,PGJOJFNN_01761,ODFDBHOD_03132,IAPKCFHA_01517,BDHOLPHL_00532,DELEFPOC_02243,AHNHBFNE_01076,HBJIBEPC_01920
Cluster_3681,LNKPBJJO_02081,PEOCBFCP_03035,GKBMFCDM_03002,GKMEBLJL_00455,HKAMFFJN_00785,JOBNEEKL_00851,GACBFOHJ_02842,LLFCPLKD_00033,FNJAKAKL_01078,ECBNDIDM_00734,LFPJLIBK_02955,IMJNKLBI_03193,EMNCPJML_01699,PLFJNGPA_02670,PGJOJFNN_00645,ODFDBHOD_01886,IAPKCFHA_00559,BDHOLPHL_00625,DELEFPOC_00709,AHNHBFNE_00436,HBJIBEPC_00904
Cluster_3682,LNKPBJJO_01916,PEOCBFCP_00793,GKBMFCDM_00945,GKMEBLJL_01776,HKAMFFJN_02726,JOBNEEKL_01879,GACBFOHJ_01322,LLFCPLKD_00751,FNJAKAKL_00042,ECBNDIDM_01961,LFPJLIBK_01420,IMJNKLBI_02005,EMNCPJML_02177,PLFJNGPA_01387,PGJOJFNN_02211,ODFDBHOD_00450,IAPKCFHA_01683,BDHOLPHL_01064,DELEFPOC_01407,AHNHBFNE_00772,HBJIBEPC_00985
Cluster_3683,LNKPBJJO_01998,PEOCBFCP_01942,GKBMFCDM_01351,GKMEBLJL_00194,HKAMFFJN_01802,JOBNEEKL_00246,GACBFOHJ_02109,LLFCPLKD_00324,FNJAKAKL_01849,ECBNDIDM_02277,LFPJLIBK_01859,IMJNKLBI_02337,EMNCPJML_00203,PLFJNGPA_02173,PGJOJFNN_01321,ODFDBHOD_02177,IAPKCFHA_02108,BDHOLPHL_01852,DELEFPOC_00418,AHNHBFNE_00122,HBJIBEPC_01826
Cluster_3684,LNKPBJJO_00808,PEOCBFCP_02501,GKBMFCDM_02467,GKMEBLJL_01020,HKAMFFJN_01005,JOBNEEKL_02905,GACBFOHJ_01031,LLFCPLKD_01341,FNJAKAKL_00730,ECBNDIDM_02896,LFPJLIBK_02180,IMJNKLBI_02964,EMNCPJML_01999,PLFJNGPA_01107,PGJOJFNN_02065,ODFDBHOD_01387,IAPKCFHA_02022,BDHOLPHL_02192,DELEFPOC_01991,AHNHBFNE_02175,HBJIBEPC_02485
Cluster_3685,LNKPBJJO_01835,PEOCBFCP_00521,GKBMFCDM_00424,GKMEBLJL_02545,HKAMFFJN_01237,JOBNEEKL_02848,GACBFOHJ_01088,LLFCPLKD_01400,FNJAKAKL_02498,ECBNDIDM_02382,LFPJLIBK_02121,IMJNKLBI_02656,EMNCPJML_01838,PLFJNGPA_01164,PGJOJFNN_02005,ODFDBHOD_01446,IAPKCFHA_02083,BDHOLPHL_02251,DELEFPOC_02050,AHNHBFNE_02116,HBJIBEPC_02818
Cluster_3686,,PEOCBFCP_01565,GKBMFCDM_01538,GKMEBLJL_00810,HKAMFFJN_02092,,GACBFOHJ_01855,LLFCPLKD_02466,,ECBNDIDM_01490,LFPJLIBK_02378,IMJNKLBI_01484,EMNCPJML_00319,PLFJNGPA_01920,PGJOJFNN_03068,ODFDBHOD_02423,IAPKCFHA_01078,BDHOLPHL_02666,DELEFPOC_00189,AHNHBFNE_02967,
Cluster_3687,,PEOCBFCP_00312,GKBMFCDM_00310,GKMEBLJL_00621,HKAMFFJN_02459,,GACBFOHJ_00074,LLFCPLKD_02780,FNJAKAKL_03020,ECBNDIDM_00599,LFPJLIBK_01728,IMJNKLBI_00598,EMNCPJML_02600,PLFJNGPA_00074,PGJOJFNN_00428,ODFDBHOD_02746,IAPKCFHA_00951,BDHOLPHL_02840,DELEFPOC_02357,AHNHBFNE_01195,HBJIBEPC_00629
Cluster_3688,LNKPBJJO_01096,PEOCBFCP_01207,GKBMFCDM_00878,GKMEBLJL_00704,HKAMFFJN_00665,JOBNEEKL_01273,GACBFOHJ_02631,LLFCPLKD_02635,FNJAKAKL_00785,ECBNDIDM_03112,LFPJLIBK_00781,IMJNKLBI_03037,EMNCPJML_02279,PLFJNGPA_00679,PGJOJFNN_01180,ODFDBHOD_02597,IAPKCFHA_00698,BDHOLPHL_02947,DELEFPOC_02956,AHNHBFNE_01811,HBJIBEPC_00041
Cluster_3689,LNKPBJJO_00044,,,,,JOBNEEKL_01626,GACBFOHJ_00308,LLFCPLKD_02056,,,,,,PLFJNGPA_00308,PGJOJFNN_00204,ODFDBHOD_00242,,,,,
Cluster_3690,LNKPBJJO_01384,,,,,JOBNEEKL_02815,,,,,,,,,,,,,,,
Cluster_3691,LNKPBJJO_01421,,,,,JOBNEEKL_00573,,,,,,,,,,,,,,,
Cluster_3692,,,,,,,GACBFOHJ_02267,LLFCPLKD_00545,,ECBNDIDM_02617,,IMJNKLBI_02684,EMNCPJML_00395,PLFJNGPA_02485,PGJOJFNN_00983,ODFDBHOD_00846,,,,,HBJIBEPC_01463
Cluster_3694,,,GKBMFCDM_01709,GKMEBLJL_01581,HKAMFFJN_02009,,,,,,LFPJLIBK_01634,,,,,,,,,,
Cluster_3696,LNKPBJJO_00665,PEOCBFCP_00189,GKBMFCDM_00187,GKMEBLJL_02363,HKAMFFJN_00718,JOBNEEKL_02309,GACBFOHJ_00222,LLFCPLKD_02138,FNJAKAKL_02597,ECBNDIDM_00451,LFPJLIBK_00120,IMJNKLBI_00450,EMNCPJML_01523,PLFJNGPA_00222,PGJOJFNN_00290,ODFDBHOD_00323,IAPKCFHA_00123,BDHOLPHL_00121,DELEFPOC_02488,AHNHBFNE_01342,HBJIBEPC_00509
Cluster_3697,LNKPBJJO_01669,PEOCBFCP_02017,GKBMFCDM_01985,GKMEBLJL_00432,HKAMFFJN_00760,JOBNEEKL_00825,GACBFOHJ_02862,LLFCPLKD_00013,FNJAKAKL_01565,ECBNDIDM_01717,LFPJLIBK_02932,IMJNKLBI_01774,EMNCPJML_01677,PLFJNGPA_02690,PGJOJFNN_00668,ODFDBHOD_01866,IAPKCFHA_00536,BDHOLPHL_00601,DELEFPOC_00733,AHNHBFNE_00456,HBJIBEPC_00881
Cluster_3698,LNKPBJJO_01606,PEOCBFCP_02963,GKBMFCDM_02929,GKMEBLJL_01670,HKAMFFJN_02620,JOBNEEKL_02975,GACBFOHJ_00634,LLFCPLKD_00834,FNJAKAKL_02059,ECBNDIDM_02067,LFPJLIBK_01313,IMJNKLBI_02111,EMNCPJML_02983,PLFJNGPA_00633,PGJOJFNN_02433,ODFDBHOD_00900,IAPKCFHA_01577,BDHOLPHL_00958,DELEFPOC_01301,AHNHBFNE_00666,HBJIBEPC_02201
Cluster_3699,,PEOCBFCP_01735,GKBMFCDM_01696,GKMEBLJL_00332,HKAMFFJN_01656,,,LLFCPLKD_00186,,ECBNDIDM_01015,LFPJLIBK_00909,IMJNKLBI_01003,EMNCPJML_01288,,,ODFDBHOD_02040,IAPKCFHA_02246,BDHOLPHL_01713,DELEFPOC_00556,,
Cluster_3700,LNKPBJJO_02664,,,,,JOBNEEKL_02088,,,,,,,,,,,,,,,
Cluster_3702,,PEOCBFCP_02046,GKBMFCDM_02013,GKMEBLJL_01976,,,,,,,,,,,PGJOJFNN_02384,ODFDBHOD_01851,,,,,
Cluster_3703,,,,,,,GACBFOHJ_00813,,,,,,,PLFJNGPA_00892,,,,,,,
Cluster_3704,,PEOCBFCP_02044,GKBMFCDM_02011,,,,,,,,,,,,,,,,,,
Cluster_3705,,,,,,,,,,,,,EMNCPJML_02316,,,,,,,,
Cluster_3706,LNKPBJJO_01471,PEOCBFCP_02235,GKBMFCDM_01888,GKMEBLJL_01127,HKAMFFJN_00484,JOBNEEKL_01387,GACBFOHJ_02279,LLFCPLKD_00555,FNJAKAKL_02849,,LFPJLIBK_02818,,,PLFJNGPA_02473,PGJOJFNN_00973,ODFDBHOD_00856,IAPKCFHA_01208,BDHOLPHL_01324,DELEFPOC_01080,AHNHBFNE_02425,HBJIBEPC_01451
Cluster_3708,,,,,,,,,,,,,,,PGJOJFNN_00442,,,,,,
Cluster_3711,LNKPBJJO_02708,PEOCBFCP_00240,GKBMFCDM_00238,GKMEBLJL_02414,HKAMFFJN_02385,JOBNEEKL_02359,GACBFOHJ_00171,LLFCPLKD_02188,FNJAKAKL_02546,ECBNDIDM_00501,LFPJLIBK_00070,IMJNKLBI_00500,EMNCPJML_01987,PLFJNGPA_00171,PGJOJFNN_00341,ODFDBHOD_00373,IAPKCFHA_00072,BDHOLPHL_00070,DELEFPOC_02437,AHNHBFNE_01291,HBJIBEPC_00559
Cluster_3712,LNKPBJJO_01117,PEOCBFCP_01186,GKBMFCDM_00857,GKMEBLJL_00958,HKAMFFJN_00644,JOBNEEKL_01294,GACBFOHJ_02652,LLFCPLKD_02656,FNJAKAKL_00806,ECBNDIDM_03091,LFPJLIBK_01018,IMJNKLBI_03016,EMNCPJML_01469,PLFJNGPA_00700,PGJOJFNN_01201,ODFDBHOD_02618,IAPKCFHA_00908,BDHOLPHL_00732,DELEFPOC_02979,AHNHBFNE_01833,HBJIBEPC_00019
Cluster_3713,LNKPBJJO_01897,PEOCBFCP_02619,GKBMFCDM_02585,GKMEBLJL_01352,HKAMFFJN_00531,JOBNEEKL_01860,GACBFOHJ_00527,LLFCPLKD_03214,FNJAKAKL_00392,ECBNDIDM_01259,LFPJLIBK_02664,IMJNKLBI_01248,EMNCPJML_02462,PLFJNGPA_00526,PGJOJFNN_01833,ODFDBHOD_00772,IAPKCFHA_01434,BDHOLPHL_01550,DELEFPOC_00854,AHNHBFNE_02654,HBJIBEPC_01238
Cluster_3714,LNKPBJJO_00582,PEOCBFCP_00942,GKBMFCDM_01037,GKMEBLJL_00272,HKAMFFJN_01723,JOBNEEKL_00877,GACBFOHJ_02187,LLFCPLKD_00246,FNJAKAKL_00882,ECBNDIDM_02199,LFPJLIBK_01780,IMJNKLBI_02259,EMNCPJML_01548,PLFJNGPA_02251,PGJOJFNN_00684,ODFDBHOD_02100,IAPKCFHA_02187,BDHOLPHL_01772,DELEFPOC_00497,AHNHBFNE_00198,HBJIBEPC_00779
Cluster_3715,,PEOCBFCP_01767,GKBMFCDM_01176,GKMEBLJL_00020,HKAMFFJN_02761,,,,,,LFPJLIBK_02054,,,,,,,BDHOLPHL_02026,DELEFPOC_00245,,
Cluster_3716,LNKPBJJO_00928,PEOCBFCP_02483,GKBMFCDM_02449,GKMEBLJL_01010,HKAMFFJN_01023,JOBNEEKL_00997,GACBFOHJ_01013,LLFCPLKD_01323,FNJAKAKL_00720,ECBNDIDM_02879,LFPJLIBK_02190,IMJNKLBI_02947,EMNCPJML_02016,PLFJNGPA_01089,PGJOJFNN_02075,ODFDBHOD_01369,IAPKCFHA_02012,BDHOLPHL_02182,DELEFPOC_01981,AHNHBFNE_02192,HBJIBEPC_02475
Cluster_3717,LNKPBJJO_00779,PEOCBFCP_02530,GKBMFCDM_02496,GKMEBLJL_02516,HKAMFFJN_frag_00975_00976,JOBNEEKL_02876,GACBFOHJ_01060,LLFCPLKD_01372,FNJAKAKL_00759,ECBNDIDM_01692,LFPJLIBK_02149,IMJNKLBI_01748,EMNCPJML_02065,PLFJNGPA_01136,PGJOJFNN_02033,ODFDBHOD_01418,IAPKCFHA_02054,BDHOLPHL_02223,DELEFPOC_02022,AHNHBFNE_02144,HBJIBEPC_02790
Cluster_3718,LNKPBJJO_02338,PEOCBFCP_00446,GKBMFCDM_00499,GKMEBLJL_02602,HKAMFFJN_01467,JOBNEEKL_02572,GACBFOHJ_01145,LLFCPLKD_01521,FNJAKAKL_02306,ECBNDIDM_02500,LFPJLIBK_03102,IMJNKLBI_02539,EMNCPJML_01018,PLFJNGPA_01221,PGJOJFNN_01946,ODFDBHOD_01568,IAPKCFHA_02396,BDHOLPHL_02518,DELEFPOC_01713,AHNHBFNE_01980,HBJIBEPC_02594
Cluster_3719,LNKPBJJO_02244,PEOCBFCP_00616,GKBMFCDM_00614,GKMEBLJL_02892,HKAMFFJN_02180,JOBNEEKL_01563,GACBFOHJ_01758,LLFCPLKD_02378,FNJAKAKL_00510,ECBNDIDM_01407,LFPJLIBK_02474,IMJNKLBI_01401,EMNCPJML_02891,PLFJNGPA_01823,PGJOJFNN_02999,ODFDBHOD_02335,IAPKCFHA_02591,BDHOLPHL_02764,DELEFPOC_00091,AHNHBFNE_02870,HBJIBEPC_02720
Cluster_3720,,,,,,,,,,,,,,,,,IAPKCFHA_02769,,,AHNHBFNE_02023;AHNHBFNE_00580,HBJIBEPC_02903
Cluster_3721,,,,GKMEBLJL_02707,HKAMFFJN_00869,,,,,,LFPJLIBK_00690,,EMNCPJML_00884,,PGJOJFNN_02633,,IAPKCFHA_02738,,,AHNHBFNE_00549,
Cluster_3722,,,,,,,GACBFOHJ_02918,,,,,,,PLFJNGPA_02912,,,,,,,
Cluster_3723,,PEOCBFCP_01639,,,,,,,,,,IMJNKLBI_01304,,,,,,,,,
Cluster_3724,,,,,,,,,,,,,EMNCPJML_02445,,,,,,,,
Cluster_3725,,,,,,,,LLFCPLKD_01799,,,,,,,,,,,,,
Cluster_3727,LNKPBJJO_00035,PEOCBFCP_00113,GKBMFCDM_00112,GKMEBLJL_02017,HKAMFFJN_03002,JOBNEEKL_01617,GACBFOHJ_00299,LLFCPLKD_02065,FNJAKAKL_02674,ECBNDIDM_00378,LFPJLIBK_00196,IMJNKLBI_00377,EMNCPJML_00549,PLFJNGPA_00299,PGJOJFNN_00213,ODFDBHOD_00251,IAPKCFHA_00200,BDHOLPHL_00197,DELEFPOC_02564,AHNHBFNE_01418,HBJIBEPC_00432
Cluster_3728,LNKPBJJO_00040,PEOCBFCP_00108,GKBMFCDM_00107,GKMEBLJL_02022,HKAMFFJN_02997,JOBNEEKL_01622,GACBFOHJ_00304,LLFCPLKD_02060,FNJAKAKL_02679,ECBNDIDM_00373,LFPJLIBK_00201,IMJNKLBI_00372,EMNCPJML_00554,PLFJNGPA_00304,PGJOJFNN_00208,ODFDBHOD_00246,IAPKCFHA_00205,BDHOLPHL_00202,DELEFPOC_02569,AHNHBFNE_01423,HBJIBEPC_00427
Cluster_3729,,,,GKMEBLJL_02231,,,,LLFCPLKD_01859,FNJAKAKL_01280,ECBNDIDM_00166,LFPJLIBK_00408,IMJNKLBI_00166,,,PGJOJFNN_00003,ODFDBHOD_00045,IAPKCFHA_00414,BDHOLPHL_00409,DELEFPOC_02775,,HBJIBEPC_00225
Cluster_3730,LNKPBJJO_00525,PEOCBFCP_02852,GKBMFCDM_02818,GKMEBLJL_01824,HKAMFFJN_01321,JOBNEEKL_00196,GACBFOHJ_01365,LLFCPLKD_00795,FNJAKAKL_00091,ECBNDIDM_01912,LFPJLIBK_01464,IMJNKLBI_01956,EMNCPJML_02224,PLFJNGPA_01430,PGJOJFNN_02253,ODFDBHOD_00494,IAPKCFHA_01731,BDHOLPHL_01111,DELEFPOC_01454,AHNHBFNE_00818,HBJIBEPC_02129
Cluster_3731,LNKPBJJO_01709,PEOCBFCP_02307,GKBMFCDM_01960,GKMEBLJL_00856,HKAMFFJN_01981,JOBNEEKL_00944,GACBFOHJ_00793,LLFCPLKD_01742,FNJAKAKL_02907,ECBNDIDM_01213,LFPJLIBK_02744,IMJNKLBI_01202,EMNCPJML_02379,PLFJNGPA_00872,PGJOJFNN_01050,ODFDBHOD_01782,IAPKCFHA_01137,BDHOLPHL_01253,DELEFPOC_01151,AHNHBFNE_02363,HBJIBEPC_01510
Cluster_3732,LNKPBJJO_02544,PEOCBFCP_02673,GKBMFCDM_02639,GKMEBLJL_01406,HKAMFFJN_00587,JOBNEEKL_00355,GACBFOHJ_00587,LLFCPLKD_03155,FNJAKAKL_00441,ECBNDIDM_00777,LFPJLIBK_02719,IMJNKLBI_00765,EMNCPJML_02511,PLFJNGPA_00586,PGJOJFNN_01590,ODFDBHOD_00713,IAPKCFHA_00733,BDHOLPHL_01604,DELEFPOC_00800,AHNHBFNE_02706,HBJIBEPC_frag_01183_01184
Cluster_3733,LNKPBJJO_02551,PEOCBFCP_02680,GKBMFCDM_02646,GKMEBLJL_01509,HKAMFFJN_00594,JOBNEEKL_00362,GACBFOHJ_00594,LLFCPLKD_03148,FNJAKAKL_00448,ECBNDIDM_00784,LFPJLIBK_02726,IMJNKLBI_00772,EMNCPJML_02518,PLFJNGPA_00593,PGJOJFNN_01583,ODFDBHOD_00706,IAPKCFHA_00740,BDHOLPHL_01611,DELEFPOC_00793,AHNHBFNE_02713,HBJIBEPC_01176
Cluster_3734,LNKPBJJO_00579,PEOCBFCP_00939,GKBMFCDM_01034,GKMEBLJL_00269,HKAMFFJN_01726,JOBNEEKL_00874,GACBFOHJ_02184,LLFCPLKD_00249,FNJAKAKL_00885,ECBNDIDM_02202,LFPJLIBK_01783,IMJNKLBI_02262,EMNCPJML_01545,PLFJNGPA_02248,PGJOJFNN_00681,ODFDBHOD_02103,IAPKCFHA_02184,BDHOLPHL_01775,DELEFPOC_00494,AHNHBFNE_00195,HBJIBEPC_00782
Cluster_3735,LNKPBJJO_01485,PEOCBFCP_01791,GKBMFCDM_01200,GKMEBLJL_00045,HKAMFFJN_02786,JOBNEEKL_01402,GACBFOHJ_01940,,FNJAKAKL_01697,ECBNDIDM_01573,LFPJLIBK_02029,IMJNKLBI_01567,EMNCPJML_01635,PLFJNGPA_02005,PGJOJFNN_01492,,IAPKCFHA_02984,BDHOLPHL_02001,DELEFPOC_00269,AHNHBFNE_03059,HBJIBEPC_01670
Cluster_3736,,,,,HKAMFFJN_00893,,,LLFCPLKD_01478,,ECBNDIDM_02457,LFPJLIBK_03060,IMJNKLBI_02581,EMNCPJML_00975,,,ODFDBHOD_01525,,BDHOLPHL_02326,DELEFPOC_02125,,
Cluster_3737,LNKPBJJO_02225,,,,,JOBNEEKL_01967,,,,,,,,,,,,,,,
Cluster_3738,,,,,,,,,,,,,,,,,,,,,HBJIBEPC_01564
Cluster_3741,,,,,,,,LLFCPLKD_02215,,ECBNDIDM_00528,,IMJNKLBI_00527,,,,ODFDBHOD_00400,,,,,
Cluster_3742,LNKPBJJO_01281,PEOCBFCP_01028,GKBMFCDM_01097,GKMEBLJL_00661,HKAMFFJN_00961,JOBNEEKL_01350,GACBFOHJ_01629,LLFCPLKD_02986,FNJAKAKL_00330,ECBNDIDM_03033,LFPJLIBK_00946,IMJNKLBI_01653,EMNCPJML_01886,PLFJNGPA_01694,PGJOJFNN_00577,ODFDBHOD_03107,IAPKCFHA_01023,BDHOLPHL_00557,DELEFPOC_02218,AHNHBFNE_01053,HBJIBEPC_01943
Cluster_3743,LNKPBJJO_01284,PEOCBFCP_01031,GKBMFCDM_01094,GKMEBLJL_refound_6,HKAMFFJN_00964,JOBNEEKL_01353,GACBFOHJ_01626,LLFCPLKD_02983,FNJAKAKL_00327,,LFPJLIBK_00949,,EMNCPJML_01889,PLFJNGPA_01691,PGJOJFNN_00574,ODFDBHOD_03104,IAPKCFHA_01020,BDHOLPHL_00560,DELEFPOC_02215,AHNHBFNE_01050,HBJIBEPC_01946
Cluster_3744,LNKPBJJO_01951,PEOCBFCP_00924,GKBMFCDM_01019,GKMEBLJL_02688,HKAMFFJN_00855,JOBNEEKL_00730,GACBFOHJ_02985,LLFCPLKD_03059,FNJAKAKL_02133,ECBNDIDM_00877,LFPJLIBK_00674,IMJNKLBI_00865,EMNCPJML_00867,PLFJNGPA_02979,PGJOJFNN_02613,ODFDBHOD_00617,IAPKCFHA_02717,BDHOLPHL_00873,DELEFPOC_01216,AHNHBFNE_00528,HBJIBEPC_02274
Cluster_3745,LNKPBJJO_02445,PEOCBFCP_02212,GKBMFCDM_01865,GKMEBLJL_01150,HKAMFFJN_00509,JOBNEEKL_00495,GACBFOHJ_02304,LLFCPLKD_00579,FNJAKAKL_02822,ECBNDIDM_02653,LFPJLIBK_02841,IMJNKLBI_02720,EMNCPJML_00430,PLFJNGPA_02448,PGJOJFNN_00909,ODFDBHOD_00880,IAPKCFHA_01231,BDHOLPHL_01348,DELEFPOC_01056,AHNHBFNE_02450,HBJIBEPC_01426
Cluster_3746,LNKPBJJO_02584,PEOCBFCP_02714,GKBMFCDM_02680,GKMEBLJL_01475,HKAMFFJN_01516,JOBNEEKL_00395,GACBFOHJ_00769,LLFCPLKD_00964,FNJAKAKL_00482,ECBNDIDM_00823,LFPJLIBK_01660,IMJNKLBI_00811,EMNCPJML_02551,PLFJNGPA_00834,PGJOJFNN_01806,ODFDBHOD_01030,IAPKCFHA_00774,BDHOLPHL_01645,DELEFPOC_00759,AHNHBFNE_02747,HBJIBEPC_01145
Cluster_3747,LNKPBJJO_00586,PEOCBFCP_00946,GKBMFCDM_01041,GKMEBLJL_00276,HKAMFFJN_01719,JOBNEEKL_00881,GACBFOHJ_02191,LLFCPLKD_00242,FNJAKAKL_00878,ECBNDIDM_02195,LFPJLIBK_01776,IMJNKLBI_02255,EMNCPJML_01552,PLFJNGPA_02255,PGJOJFNN_00688,ODFDBHOD_02096,IAPKCFHA_02191,BDHOLPHL_01768,DELEFPOC_00501,AHNHBFNE_00202,HBJIBEPC_00775
Cluster_3748,LNKPBJJO_02957,PEOCBFCP_00651,GKBMFCDM_00649,GKMEBLJL_01097,HKAMFFJN_03086,JOBNEEKL_00052,GACBFOHJ_01510,LLFCPLKD_02902,FNJAKAKL_00236,ECBNDIDM_02951,LFPJLIBK_01610,IMJNKLBI_00717,EMNCPJML_00719,PLFJNGPA_01575,PGJOJFNN_00497,ODFDBHOD_03023,IAPKCFHA_00862,BDHOLPHL_02408,DELEFPOC_01603,AHNHBFNE_00963,HBJIBEPC_01986
Cluster_3749,LNKPBJJO_01504,PEOCBFCP_01547,GKBMFCDM_01520,GKMEBLJL_00801,HKAMFFJN_02083,JOBNEEKL_01421,GACBFOHJ_01873,LLFCPLKD_02475,FNJAKAKL_01679,ECBNDIDM_01499,LFPJLIBK_02369,IMJNKLBI_01493,EMNCPJML_00301,PLFJNGPA_01938,PGJOJFNN_03077,ODFDBHOD_02432,IAPKCFHA_01069,BDHOLPHL_02657,DELEFPOC_00198,AHNHBFNE_02987,HBJIBEPC_01034
